ImageName,Embedding
1_7442_u_1,"[[ 0.19109325  0.01182647 -0.22699896 ...  0.09562193 -0.08893669
  -0.18401091]
 [ 0.13336089  0.05746362 -0.22337428 ...  0.09314786 -0.09667619
  -0.20727038]
 [ 0.08448285  0.08519432 -0.22314706 ...  0.11972593 -0.02945013
  -0.17898838]
 ...
 [-0.00328305  0.13105059 -0.14901093 ...  0.19197164 -0.02773603
  -0.10672911]
 [-0.03102401  0.12141308 -0.08877566 ...  0.19750613 -0.01120087
  -0.0868398 ]
 [ 0.01422086  0.12213029 -0.16802385 ...  0.17932382 -0.02873468
  -0.11898588]]"
1_7442_u_2,"[[ 0.07986909  0.11515725 -0.2119332  ...  0.16743395 -0.03818762
  -0.1680314 ]
 [ 0.04296162  0.11912702 -0.19323486 ...  0.18759196 -0.01862121
  -0.15144716]
 [ 0.04612942  0.15569337 -0.2100291  ...  0.21437037 -0.04263494
  -0.17279172]
 ...
 [-0.02284312  0.14812379 -0.14518586 ...  0.20091419 -0.01934879
  -0.14470229]
 [ 0.07472228  0.12679982 -0.17332274 ...  0.179902   -0.00814271
  -0.17277062]
 [ 0.07415957  0.13190185 -0.20221475 ...  0.16462374 -0.03056695
  -0.1892745 ]]"
1_7442_u_3,"[[ 0.08553505  0.10636294 -0.21788688 ...  0.15192351 -0.0270016
  -0.16410536]
 [ 0.04404792  0.12798189 -0.2068674  ...  0.18585914 -0.02273368
  -0.15373611]
 [ 0.03695641  0.15685861 -0.21928722 ...  0.21786349 -0.0508352
  -0.15810296]
 ...
 [-0.04254958  0.14054349 -0.15119165 ...  0.19010013 -0.05570255
  -0.1458684 ]
 [ 0.05423366  0.13522081 -0.22849362 ...  0.18079583 -0.07338215
  -0.19409044]
 [-0.01079273  0.14199825 -0.16019791 ...  0.1997277  -0.04340224
  -0.11439875]]"
1_7442_u_4,"[[ 0.21934205  0.0699791  -0.20505807 ...  0.06288846 -0.16127354
  -0.28705704]
 [ 0.138464    0.11632001 -0.23777655 ...  0.10193197 -0.10013603
  -0.23077196]
 [ 0.07498682  0.11238845 -0.2380786  ...  0.14351052 -0.07119767
  -0.19049415]
 ...
 [-0.02179142  0.10126482 -0.09161279 ...  0.16544572 -0.01855001
  -0.0537975 ]
 [-0.01513344  0.10514957 -0.10224953 ...  0.18696071 -0.0356385
  -0.09137888]
 [ 0.05142456  0.10780197 -0.18620244 ...  0.13107304 -0.04170154
  -0.13689598]]"
1_7442_u_5,"[[ 0.2002423   0.05483889 -0.22706088 ...  0.06640868 -0.11745779
  -0.24725305]
 [ 0.10067204  0.11956927 -0.22603828 ...  0.13935935 -0.09092534
  -0.18900348]
 [ 0.0369705   0.1378991  -0.23131076 ...  0.16477223 -0.06123707
  -0.18266422]
 ...
 [ 0.0227317   0.1177934  -0.16982445 ...  0.16633591 -0.02936213
  -0.1339432 ]
 [ 0.01434491  0.11117324 -0.15072998 ...  0.1605719  -0.03265389
  -0.14663349]
 [ 0.01932129  0.1223429  -0.17437536 ...  0.15871395 -0.02830301
  -0.12430671]]"
1_7442_u_6,"[[ 0.17759433  0.06548026 -0.24386409 ...  0.11049208 -0.11523843
  -0.1932949 ]
 [ 0.17650016  0.05578514 -0.224367   ...  0.07226372 -0.13383746
  -0.23972194]
 [ 0.07352698  0.12846495 -0.24799639 ...  0.15905553 -0.08145209
  -0.19433661]
 ...
 [-0.02038342  0.12736239 -0.13663971 ...  0.18089361 -0.03988309
  -0.07723729]
 [-0.02288905  0.13049999 -0.14000279 ...  0.19954243 -0.05711121
  -0.09567457]
 [ 0.06005627  0.09780775 -0.19505632 ...  0.12102903 -0.08678396
  -0.14852598]]"
1_7443_u_1,"[[ 6.48870319e-03  1.37195915e-01 -1.29373670e-01 ...  1.90760985e-01
   4.31032144e-02 -1.21056795e-01]
 [-9.41829756e-03  1.26111791e-01 -1.10433951e-01 ...  1.78822443e-01
   2.55544968e-02 -1.01153091e-01]
 [-2.27843486e-02  1.65857449e-01 -1.39717817e-01 ...  2.37489939e-01
   2.67959014e-03 -1.14567474e-01]
 ...
 [-3.62015553e-02  1.26944318e-01 -5.19266687e-02 ...  2.35876501e-01
   1.92601234e-04 -2.31646150e-02]
 [-6.30515665e-02  2.07672209e-01 -1.61876321e-01 ...  3.05306196e-01
  -6.61124587e-02 -8.75438899e-02]
 [-1.17131732e-02  1.44223109e-01 -7.70295188e-02 ...  2.11560965e-01
   4.91311997e-02 -8.57967958e-02]]"
1_7443_u_2,"[[ 0.01138768  0.14069943 -0.14859769 ...  0.1912646   0.02616777
  -0.14200346]
 [ 0.01312353  0.14489949 -0.20285097 ...  0.17667238 -0.03614299
  -0.14214554]
 [-0.02698966  0.1700285  -0.15779886 ...  0.23955342 -0.02483492
  -0.11349076]
 ...
 [-0.05528519  0.17993316 -0.11532214 ...  0.25463277 -0.06534986
  -0.06004674]
 [-0.07144813  0.23641886 -0.1929029  ...  0.3094051  -0.08803543
  -0.11468684]
 [-0.02169447  0.19193138 -0.18862575 ...  0.2531363  -0.06471123
  -0.13172375]]"
1_7443_u_3,"[[-0.06377628  0.20138684 -0.18000636 ...  0.2738208  -0.06295234
  -0.14492801]
 [-0.05365473  0.18856372 -0.13657323 ...  0.25788197 -0.01456049
  -0.13671617]
 [-0.04130164  0.17980315 -0.17922899 ...  0.24204123 -0.06384112
  -0.1579749 ]
 ...
 [ 0.00843557  0.1372477  -0.19564477 ...  0.18870883 -0.0338699
  -0.17077163]
 [ 0.03566872  0.12585475 -0.18585968 ...  0.17396155 -0.00690794
  -0.16530794]
 [ 0.00394711  0.13944623 -0.17762178 ...  0.1794691  -0.020331
  -0.16913946]]"
1_7445_u_1,"[[-0.02240898  0.11249575 -0.06885328 ...  0.19199829  0.05216463
  -0.08416271]
 [-0.03761164  0.17345722 -0.14229909 ...  0.23399186 -0.03781569
  -0.10953166]
 [-0.04222171  0.1839625  -0.20626974 ...  0.26038378 -0.08950749
  -0.13806273]
 ...
 [-0.04401466  0.20540376 -0.22609979 ...  0.27333277 -0.10080336
  -0.12934026]
 [-0.0562515   0.21630092 -0.21729782 ...  0.28532192 -0.09364602
  -0.13341269]
 [-0.00869238  0.17499937 -0.22327238 ...  0.2450591  -0.07699232
  -0.14713183]]"
1_7449_u_1,"[[ 0.07180478 -0.01165763 -0.15452942 ...  0.05571336 -0.09028122
  -0.18947616]
 [ 0.02827272 -0.01557664 -0.09954415 ...  0.04823726 -0.02661572
  -0.13293365]
 [ 0.01414692 -0.04753814 -0.06807021 ...  0.05573918  0.01781713
  -0.13123655]
 ...
 [-0.01345748  0.00318912 -0.05802014 ...  0.09818549  0.02545633
  -0.1035774 ]
 [ 0.00144338  0.03476965 -0.11565533 ...  0.07069254 -0.04265117
  -0.17466897]
 [ 0.05177151 -0.08103396 -0.08712853 ...  0.04293378 -0.02885396
  -0.17937285]]"
1_7449_u_2,"[[ 7.70252198e-04  6.33941591e-02 -1.23819165e-01 ...  9.22272652e-02
  -2.50993408e-02 -1.81132093e-01]
 [ 1.43797807e-02 -2.57677361e-02 -7.43004009e-02 ...  5.77290468e-02
   7.09263980e-03 -1.71289742e-01]
 [ 6.01224601e-05 -5.47015294e-03 -5.69916144e-02 ...  9.17214602e-02
   4.66343015e-02 -1.53785869e-01]
 ...
 [-4.47636284e-02  7.41218776e-02 -5.64320721e-02 ...  1.34973750e-01
   2.24042833e-02 -1.22860476e-01]
 [-4.64550368e-02  1.13452032e-01 -1.11759208e-01 ...  1.37741178e-01
  -2.78519057e-02 -1.60555333e-01]
 [-5.27064838e-02  8.21020454e-02 -7.10921958e-02 ...  1.42943189e-01
  -1.68550014e-03 -1.74151167e-01]]"
1_7487_u_1,"[[-0.03544847  0.18754372 -0.18625498 ...  0.28689393 -0.07807058
  -0.11376035]
 [-0.04980068  0.19012736 -0.17633885 ...  0.28540626 -0.07653408
  -0.10742751]
 [-0.01865534  0.17673022 -0.18381986 ...  0.2635497  -0.06051767
  -0.12168372]
 ...
 [-0.02586039  0.15469082 -0.15333387 ...  0.22201356 -0.0234041
  -0.13620824]
 [ 0.01043201  0.14049076 -0.18053636 ...  0.20554267 -0.02112434
  -0.1530297 ]
 [-0.01542415  0.1365918  -0.14947236 ...  0.20805687 -0.02135209
  -0.13585936]]"
1_7487_u_2,"[[ 0.17523782  0.06564376 -0.22053939 ...  0.07666399 -0.04189198
  -0.21030194]
 [ 0.0842251   0.09245753 -0.18039009 ...  0.147724   -0.0098007
  -0.13616946]
 [ 0.07580838  0.12582539 -0.24080929 ...  0.18109046 -0.0343175
  -0.19362503]
 ...
 [-0.05745697  0.11991498 -0.09065621 ...  0.21638745 -0.02693947
  -0.08091232]
 [ 0.04792953  0.08182356 -0.15641943 ...  0.15726444 -0.01025376
  -0.13781366]
 [-0.05296521  0.09476241 -0.04943031 ...  0.19753985  0.03210251
  -0.05380166]]"
1_7487_u_3,"[[ 0.15372051  0.017438   -0.1989373  ...  0.07890773 -0.05070351
  -0.15469326]
 [ 0.08706903  0.0583453  -0.15170392 ...  0.11146021 -0.02250554
  -0.08914133]
 [ 0.09390122  0.08684756 -0.20482281 ...  0.14416169 -0.04015064
  -0.1341062 ]
 ...
 [-0.0514679   0.0907702  -0.0728782  ...  0.19773148 -0.03461431
  -0.0519486 ]
 [ 0.05058056 -0.02238097 -0.08728658 ...  0.08153948  0.01930106
  -0.07020264]
 [-0.06454685  0.07464936 -0.05286383 ...  0.1930533  -0.02734041
  -0.01177699]]"
1_7487_u_4,"[[-0.04608502  0.17598562 -0.14151335 ...  0.26289138 -0.04315544
  -0.08799937]
 [-0.05672415  0.18279119 -0.14125878 ...  0.27838132 -0.06314039
  -0.07235659]
 [-0.04279758  0.19143577 -0.18103114 ...  0.2677996  -0.06449881
  -0.11342335]
 ...
 [-0.03164338  0.18908268 -0.21194041 ...  0.2561172  -0.08618139
  -0.11597535]
 [-0.00855028  0.18201959 -0.22937033 ...  0.2393823  -0.07761867
  -0.13082387]
 [-0.02084574  0.1732734  -0.20139536 ...  0.23145318 -0.06644236
  -0.11596488]]"
1_7490_u_1,"[[ 1.7042153e-01  5.2503776e-02 -2.4656144e-01 ...  8.3190709e-02
  -4.5382310e-02 -2.1847825e-01]
 [ 1.4592169e-01  8.5491702e-02 -2.4612558e-01 ...  9.9049211e-02
  -1.7065067e-02 -2.1315892e-01]
 [ 2.2767781e-01  3.3751987e-02 -2.3028329e-01 ...  4.7887523e-02
  -5.7761986e-02 -2.4874227e-01]
 ...
 [-4.7991734e-02  1.4215600e-01 -1.5588719e-01 ...  2.2638647e-01
  -4.7677610e-02 -1.2588130e-01]
 [ 4.6125837e-03  8.1648365e-02 -1.4431101e-01 ...  1.5957086e-01
  -1.6378414e-02 -1.1789151e-01]
 [-2.9886615e-02  7.1962290e-02 -7.7511691e-02 ...  1.7523374e-01
  -1.8795021e-04 -6.3980378e-02]]"
1_7490_u_2,"[[ 0.25922006  0.05772529 -0.12645271 ...  0.00266675 -0.15167491
  -0.3546753 ]
 [ 0.12407683  0.08322173 -0.19113496 ...  0.08418627 -0.0555495
  -0.18125816]
 [ 0.07486335  0.08101128 -0.21825814 ...  0.1236845  -0.04599845
  -0.18520156]
 ...
 [-0.0674713   0.07755254 -0.06880587 ...  0.18055636 -0.02606061
  -0.08676061]
 [-0.03254207  0.07075752 -0.09649314 ...  0.15933733 -0.01336443
  -0.09850776]
 [-0.03175763  0.01246856 -0.04672337 ...  0.12979421  0.03135307
  -0.05900693]]"
1_7490_u_3,"[[ 0.22177736  0.04002198 -0.14815748 ...  0.03826568 -0.2016042
  -0.3224396 ]
 [ 0.07114388  0.13114035 -0.17409053 ...  0.15554193 -0.07032293
  -0.15929681]
 [ 0.08963248  0.13483053 -0.25726435 ...  0.1693368  -0.08839884
  -0.19723791]
 ...
 [ 0.0195576   0.14801253 -0.20580816 ...  0.20207134 -0.02559232
  -0.17438653]
 [ 0.09552075  0.10734943 -0.25576553 ...  0.1485154  -0.01514126
  -0.21163651]
 [ 0.11458482  0.09386785 -0.21587604 ...  0.12881695  0.02311307
  -0.20410651]]"
1_7490_u_4,"[[ 0.1837427   0.06603271 -0.13667336 ...  0.06013223 -0.16630806
  -0.27669507]
 [ 0.02611775  0.14672086 -0.19292983 ...  0.23994118 -0.08302683
  -0.12183979]
 [ 0.11304238  0.11384691 -0.23061433 ...  0.14408384 -0.08596274
  -0.15543327]
 ...
 [ 0.02204062  0.16775958 -0.25640813 ...  0.2324607  -0.0561883
  -0.17034747]
 [ 0.01996892  0.15931289 -0.24212882 ...  0.22489506 -0.06024887
  -0.14963712]
 [ 0.0058544   0.18341972 -0.25438312 ...  0.25293213 -0.07564119
  -0.16988492]]"
1_7490_u_5,"[[ 0.24718894  0.05794301 -0.16371861 ...  0.04088654 -0.17672597
  -0.33405274]
 [ 0.06918084  0.11851604 -0.21233448 ...  0.1676722  -0.04427441
  -0.17927603]
 [ 0.09629319  0.11941272 -0.26602796 ...  0.16025963 -0.07523341
  -0.20526639]
 ...
 [ 0.01383461  0.16584055 -0.22631732 ...  0.22981483 -0.03970433
  -0.16116402]
 [ 0.0813664   0.12279445 -0.24915943 ...  0.16695422 -0.02366316
  -0.19752875]
 [ 0.01871945  0.15585198 -0.22674921 ...  0.21056156 -0.04887481
  -0.16078426]]"
1_7490_u_6,"[[ 0.15621625  0.04235714 -0.08017431 ...  0.00823529 -0.05361123
  -0.24772722]
 [ 0.06878477  0.04780727 -0.05301299 ...  0.03260198  0.05626846
  -0.06647062]
 [ 0.14243418  0.03834067 -0.13090354 ...  0.03820419 -0.00097449
  -0.18393977]
 ...
 [-0.03802707  0.10940631 -0.11905751 ...  0.20395999 -0.04477243
  -0.07977489]
 [ 0.0839176   0.04494961 -0.19525495 ...  0.1007871  -0.04365617
  -0.1447686 ]
 [-0.00321749  0.07859424 -0.12634408 ...  0.15430845 -0.0215055
  -0.10204712]]"
1_7490_u_7,"[[ 0.11117075  0.06814726 -0.1883336  ...  0.11018078 -0.06838116
  -0.13847338]
 [ 0.01965866  0.11971809 -0.16057631 ...  0.21413831 -0.05039481
  -0.09332871]
 [ 0.0669311   0.09839939 -0.19214013 ...  0.17489585 -0.04906878
  -0.12119737]
 ...
 [-0.02146778  0.08321959 -0.11734127 ...  0.17230386 -0.04030323
  -0.09631135]
 [ 0.09794036  0.01762103 -0.19560456 ...  0.10190465 -0.05962107
  -0.16072795]
 [ 0.02609965 -0.04215264 -0.09797636 ...  0.07874009 -0.04499406
  -0.12287156]]"
1_7494_u_1,"[[ 0.00380648  0.13627084 -0.14950144 ...  0.20393755  0.01066624
  -0.12352482]
 [-0.00025416  0.13579434 -0.11824941 ...  0.1889264   0.04307961
  -0.1144409 ]
 [-0.03712081  0.15015513 -0.13114837 ...  0.22211666 -0.02806892
  -0.10424098]
 ...
 [-0.03238205  0.14459747 -0.10957327 ...  0.20294522 -0.01178901
  -0.10396913]
 [-0.02205413  0.16215952 -0.16284522 ...  0.21441264 -0.03348955
  -0.1374053 ]
 [-0.02391961  0.13770193 -0.11875945 ...  0.20566206 -0.00142246
  -0.09764392]]"
1_7494_u_2,"[[-0.00192724  0.14109981 -0.15096802 ...  0.20856552  0.00666808
  -0.12165121]
 [-0.00302988  0.13663639 -0.11590069 ...  0.19073649  0.04068183
  -0.11050114]
 [-0.047128    0.1597025  -0.13544238 ...  0.23278145 -0.03813367
  -0.1016956 ]
 ...
 [-0.03280406  0.1438775  -0.10736433 ...  0.20235153 -0.0098047
  -0.10496178]
 [-0.02039865  0.16022715 -0.16501942 ...  0.2120967  -0.03401788
  -0.1369662 ]
 [-0.02279868  0.1379543  -0.11722343 ...  0.20590095  0.00104084
  -0.0982427 ]]"
1_7494_u_3,"[[ 0.03387573  0.11065985 -0.15671575 ...  0.18268356 -0.0213562
  -0.10134344]
 [ 0.00265197  0.10175052 -0.08124788 ...  0.2001039  -0.05811986
  -0.01213305]
 [ 0.01186528  0.138758   -0.16212305 ...  0.1949269  -0.01066483
  -0.12840693]
 ...
 [ 0.01004488  0.07654721 -0.03725059 ...  0.19034413  0.09223408
  -0.04256815]
 [-0.03183277  0.14186403 -0.10965189 ...  0.20576349 -0.00839916
  -0.09554567]
 [ 0.07279885  0.07810752 -0.00603953 ...  0.12384489  0.12257846
   0.01628203]]"
1_7504_u_1,"[[ 0.01776674  0.06362897 -0.03834715 ...  0.18627498 -0.06504014
   0.08619332]
 [ 0.05143732  0.00647765  0.05509651 ...  0.13905719 -0.07782257
   0.14362714]
 [ 0.01440755  0.10864098 -0.03140123 ...  0.2042124   0.06220124
  -0.03393254]
 ...
 [-0.03120369  0.19643517 -0.20380619 ...  0.26939526 -0.07744582
  -0.1067701 ]
 [-0.0077179   0.16857775 -0.21336675 ...  0.22337858 -0.06102658
  -0.11996582]
 [-0.0204296   0.18861708 -0.223903   ...  0.24210587 -0.10484792
  -0.12811461]]"
1_7504_u_2,"[[-0.04211356  0.12425552 -0.07282311 ...  0.22141998 -0.0314992
  -0.01726686]
 [-0.01319567  0.07775763 -0.01579285 ...  0.19994444  0.01906561
   0.04114881]
 [ 0.02453761  0.12211548 -0.02663237 ...  0.20803481  0.06391709
  -0.02839313]
 ...
 [-0.04606029  0.20256683 -0.19259462 ...  0.29039398 -0.08354436
  -0.10539632]
 [-0.02316305  0.19935253 -0.22740617 ...  0.26328066 -0.07744151
  -0.12382684]
 [-0.04386637  0.2135876  -0.21971038 ...  0.2720713  -0.10125269
  -0.11901027]]"
1_7504_u_3,"[[ 0.00480056  0.08850765 -0.0963762  ...  0.2042436  -0.06809047
   0.00272673]
 [ 0.07608102  0.00362359  0.00265748 ...  0.1437154  -0.12467215
   0.09484883]
 [-0.01329477  0.12094203 -0.03737858 ...  0.21898167  0.060536
  -0.04495192]
 ...
 [-0.02580497  0.18367808 -0.20817369 ...  0.26115865 -0.09187301
  -0.09857468]
 [-0.0332358   0.18448429 -0.20911473 ...  0.24868155 -0.07347246
  -0.11379852]
 [-0.00428736  0.19027553 -0.24132721 ...  0.24060118 -0.11506769
  -0.13042793]]"
1_7504_u_4,"[[-0.03972336  0.17321603 -0.1388354  ...  0.25493756 -0.03701764
  -0.10876403]
 [-0.05179571  0.19297107 -0.14665759 ...  0.27530795 -0.04953985
  -0.10219833]
 [-0.01536629  0.16730031 -0.11008891 ...  0.23376438  0.03965703
  -0.12415031]
 ...
 [-0.04732405  0.2244214  -0.2297512  ...  0.30515608 -0.12762757
  -0.09582176]
 [-0.04866922  0.21761739 -0.22090897 ...  0.29341608 -0.1209622
  -0.10443143]
 [-0.07485932  0.22386037 -0.2111572  ...  0.30496898 -0.1219179
  -0.10178723]]"
1_7575_u_1,"[[-0.01463783  0.10138617 -0.08426186 ...  0.17200136  0.00680208
  -0.05458802]
 [ 0.01448615  0.08873914 -0.10119119 ...  0.16042784  0.00950593
  -0.08435996]
 [ 0.0475432   0.0727476  -0.09217867 ...  0.12325336  0.06284663
  -0.10675105]
 ...
 [ 0.02805346  0.15477344 -0.20770597 ...  0.2073744  -0.02407612
  -0.17600797]
 [ 0.01997769  0.14636667 -0.19225535 ...  0.19974476 -0.01894824
  -0.15257299]
 [ 0.00387876  0.16743742 -0.19064    ...  0.22748159 -0.02577309
  -0.15130493]]"
1_7575_u_2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
1_7575_u_3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
1_7575_u_4,"[[-1.64310634e-03  1.49281725e-01 -1.66171670e-01 ...  2.26971924e-01
  -3.41258682e-02 -1.17396235e-01]
 [ 8.01905990e-05  1.00617766e-01 -1.31612659e-01 ...  2.00678393e-01
  -3.65701802e-02 -5.80704212e-02]
 [ 2.37125903e-02  8.29652250e-02 -1.17535964e-01 ...  1.50247738e-01
   1.81660093e-02 -9.87294763e-02]
 ...
 [ 2.16026977e-03  1.40612230e-01 -1.63659334e-01 ...  1.94451332e-01
  -3.59665565e-02 -1.44127145e-01]
 [-7.96186551e-03  1.63241550e-01 -1.79987401e-01 ...  2.17562988e-01
  -3.68569493e-02 -1.42674893e-01]
 [ 4.53153253e-03  1.68178529e-01 -1.75260901e-01 ...  2.22638026e-01
  -3.51956226e-02 -1.57180831e-01]]"
1_7593_u_1,"[[ 4.64680009e-02  1.36692062e-01 -1.56654716e-01 ...  1.99315801e-01
  -5.04635237e-02 -1.07681863e-01]
 [ 4.38504294e-02  1.47587299e-01 -1.47378027e-01 ...  2.12809950e-01
  -1.91271678e-02 -1.38899446e-01]
 [ 6.04804680e-02  1.51471198e-01 -1.95251316e-01 ...  1.95599124e-01
  -6.28225207e-02 -1.69896424e-01]
 ...
 [ 3.05082239e-02  9.00940448e-02 -6.98966458e-02 ...  1.66294321e-01
  -2.33426020e-02  5.26086986e-03]
 [ 4.91433069e-02  1.02748886e-01 -1.07327990e-01 ...  1.74983695e-01
  -1.68092549e-04 -7.28520304e-02]
 [ 5.98956309e-02  8.74768049e-02 -7.75279775e-02 ...  1.05194658e-01
  -4.27422635e-02 -2.34379359e-02]]"
1_7593_u_2,"[[ 0.08834594  0.11736172 -0.17922136 ...  0.13156867 -0.03157574
  -0.12966242]
 [ 0.07935414  0.13918026 -0.16917926 ...  0.17928082 -0.00912714
  -0.15713328]
 [ 0.10395548  0.11903521 -0.1923655  ...  0.10998735 -0.06112318
  -0.1992768 ]
 ...
 [ 0.04646486  0.09097448 -0.09448656 ...  0.15636696 -0.00463369
  -0.03348128]
 [ 0.0684137   0.10906929 -0.14780271 ...  0.18021058 -0.00685215
  -0.10061581]
 [ 0.06818773  0.09277032 -0.11391042 ...  0.12204997 -0.02411623
  -0.04412239]]"
1_7593_u_3,"[[ 0.1433279   0.10042682 -0.1702388  ...  0.05143212 -0.05486672
  -0.19983022]
 [ 0.08137548  0.14257857 -0.19543928 ...  0.18487479 -0.04982479
  -0.13647197]
 [ 0.18820232  0.09359036 -0.12786189 ...  0.01693005 -0.08552969
  -0.2952615 ]
 ...
 [ 0.06516609  0.09984961 -0.1623283  ...  0.1688206  -0.03917623
  -0.09371985]
 [ 0.04193926  0.12098069 -0.15260553 ...  0.20263432 -0.0169254
  -0.10049807]
 [ 0.08664671  0.10251102 -0.1745368  ...  0.13620478 -0.03298863
  -0.08348293]]"
1_7593_u_4,"[[ 0.09393823  0.11359274 -0.21099246 ...  0.13998105 -0.06325349
  -0.15195289]
 [ 0.05292526  0.16433287 -0.20901796 ...  0.21738459 -0.06262639
  -0.14986807]
 [ 0.07892036  0.1087856  -0.15965563 ...  0.12402405 -0.04031178
  -0.14819136]
 ...
 [ 0.05634274  0.10075849 -0.10428179 ...  0.13631485 -0.0120346
  -0.04491983]
 [ 0.07774718  0.11185741 -0.14801458 ...  0.16511928  0.00396032
  -0.10552827]
 [ 0.08501782  0.10255684 -0.1409603  ...  0.11030853 -0.02916951
  -0.06236173]]"
1_7593_u_5,"[[ 0.13697605  0.11287919 -0.21750683 ...  0.09594575 -0.08525573
  -0.17385994]
 [ 0.06594388  0.15375    -0.20153734 ...  0.20636967 -0.07730092
  -0.12702112]
 [ 0.14263996  0.08361228 -0.1567016  ...  0.04038218 -0.05395219
  -0.2256991 ]
 ...
 [ 0.11328638  0.1072989  -0.19069716 ...  0.10991812 -0.03058464
  -0.1294664 ]
 [ 0.07971296  0.11043063 -0.18091771 ...  0.17687806 -0.0201707
  -0.11356448]
 [ 0.10689853  0.11054726 -0.20232701 ...  0.1321316  -0.04232754
  -0.10708863]]"
1_7593_u_6,"[[ 0.13294517  0.09920914 -0.21747997 ...  0.09125066 -0.06599121
  -0.1781061 ]
 [ 0.07873267  0.14729169 -0.17708173 ...  0.17328367 -0.03352045
  -0.12762475]
 [ 0.11346993  0.09276825 -0.18922853 ...  0.08797505 -0.03436982
  -0.19236808]
 ...
 [ 0.12921657  0.09817232 -0.17517239 ...  0.06952496 -0.01737046
  -0.1629998 ]
 [ 0.08849439  0.10697199 -0.17255938 ...  0.14995658 -0.00563924
  -0.11289091]
 [ 0.14930099  0.11085127 -0.2127552  ...  0.10178782 -0.06086571
  -0.16300145]]"
1_7641_u_1,"[[ 0.03728059  0.13043836 -0.07047667 ...  0.17278843  0.04363202
  -0.08702672]
 [ 0.05190924  0.09924303 -0.10890242 ...  0.1653169  -0.01135761
  -0.11397712]
 [-0.02761768  0.12916984 -0.11014032 ...  0.21203941 -0.05120363
  -0.09737131]
 ...
 [ 0.06229124  0.26862782 -0.12121702 ...  0.21690458 -0.1625034
  -0.15265208]
 [-0.04713399  0.23594832 -0.23292169 ...  0.2810285  -0.0988818
  -0.1621135 ]
 [-0.01124155  0.24978533 -0.25738397 ...  0.27776763 -0.1680124
  -0.15827613]]"
