ImageName,Embedding
1_S11E05_186_u_1,"[[-0.00481892  0.14952295 -0.09609329 ...  0.19155264 -0.05501174
  -0.05363179]
 [ 0.01173054  0.20679483 -0.10706411 ...  0.19135432 -0.10486704
  -0.08405145]
 [-0.04986497  0.14297645 -0.15921915 ...  0.17883976 -0.09095255
  -0.11422889]
 ...
 [ 0.04153811  0.13715048 -0.15900919 ...  0.1804487  -0.07337357
  -0.13842678]
 [ 0.0456219   0.15884922 -0.12838995 ...  0.15818773 -0.09278214
  -0.14449781]
 [ 0.03098086  0.15071557 -0.19638184 ...  0.1868556  -0.03630122
  -0.1688891 ]]"
1_S11E05_186_u_2,"[[ 0.13207455  0.11568534 -0.2005302  ...  0.12510476  0.03023479
  -0.20076664]
 [ 0.15222895  0.11771046 -0.25907063 ...  0.12702101  0.01753583
  -0.2494296 ]
 [ 0.04756034  0.12355568 -0.17784858 ...  0.17735061  0.00991017
  -0.15205666]
 ...
 [ 0.05810004  0.13768236 -0.19621938 ...  0.16816866  0.00832534
  -0.2093179 ]
 [-0.00296194  0.19904989 -0.20015001 ...  0.24466458 -0.01743035
  -0.18075961]
 [ 0.04141135  0.17230853 -0.21882859 ...  0.2141042  -0.01507453
  -0.20865017]]"
1_S11E05_186_u_3,"[[ 0.09278047  0.12317435 -0.16118962 ...  0.10447298 -0.01812137
  -0.13799174]
 [ 0.0940413   0.14354289 -0.18286625 ...  0.14136498 -0.01243049
  -0.12144993]
 [-0.01286936  0.17813088 -0.17202994 ...  0.2475236  -0.05285071
  -0.11391789]
 ...
 [ 0.02685187  0.17425112 -0.24624416 ...  0.22124597 -0.13040489
  -0.14416036]
 [-0.02417341  0.22567266 -0.23504719 ...  0.26992688 -0.09444661
  -0.1592929 ]
 [ 0.00162662  0.18091324 -0.1763826  ...  0.25691447 -0.10852371
  -0.09874828]]"
1_S11E05_193_u_1,"[[ 0.13326113  0.10651843 -0.2511692  ...  0.14125684 -0.11628884
  -0.16530064]
 [ 0.02933116  0.09490439 -0.10480577 ...  0.1941151  -0.07060027
   0.02594373]
 [ 0.00712011  0.20070116 -0.2329643  ...  0.2844076  -0.16153187
  -0.0354387 ]
 ...
 [ 0.1257686  -0.00493845 -0.07684504 ...  0.0769663  -0.2052361
  -0.07432984]
 [ 0.10288472  0.0570688  -0.10563854 ...  0.11079603 -0.14382046
  -0.03489297]
 [ 0.1638838  -0.050436    0.03880741 ... -0.00071534 -0.23868397
  -0.03956273]]"
1_S11E05_253_u_1,"[[ 0.00593324  0.17325567 -0.14474246 ...  0.2543856  -0.13422827
  -0.09371322]
 [-0.00981544  0.19456096 -0.15387765 ...  0.2554135  -0.11499318
  -0.09992751]
 [ 0.03076276  0.1733732  -0.08611494 ...  0.22455017 -0.17637216
  -0.07440744]
 ...
 [-0.03281688  0.11344388 -0.05957757 ...  0.22924595 -0.06722286
  -0.03053775]
 [ 0.01576912  0.01219444 -0.02634112 ...  0.18777414 -0.11483727
  -0.04706967]
 [-0.06175759  0.1433985  -0.09812102 ...  0.2606652  -0.06952052
  -0.04002784]]"
1_S11E05_306_u_1,"[[ 0.00359039  0.17418548 -0.1314038  ...  0.27432737 -0.14601184
  -0.01847011]
 [-0.02759426  0.22095405 -0.2306745  ...  0.30357808 -0.10542099
  -0.14549115]
 [ 0.04688058  0.14012049 -0.13540286 ...  0.19266799 -0.07538
  -0.06407396]
 ...
 [ 0.06612146  0.13980706 -0.1830121  ...  0.21044108 -0.05648359
  -0.14475018]
 [-0.00091229  0.13939853 -0.11863001 ...  0.25849223 -0.07744271
  -0.0458862 ]
 [ 0.02115818  0.16305965 -0.20321801 ...  0.25506383 -0.08692399
  -0.12296288]]"
1_S11E05_343_u_1,"[[ 0.10524876  0.12542842  0.02616889 ...  0.14100644  0.05762978
   0.0212324 ]
 [ 0.04452268  0.02888639  0.15740308 ...  0.07184359 -0.08679132
   0.13205245]
 [ 0.08210357  0.1054561  -0.10681858 ...  0.05401049 -0.00151174
  -0.0758746 ]
 ...
 [ 0.07656066  0.136532   -0.17873323 ...  0.17036617 -0.07624575
  -0.09584257]
 [ 0.12571643  0.07235619 -0.12412104 ...  0.09060784 -0.21392477
  -0.21359545]
 [ 0.15878807 -0.0201343  -0.01421792 ... -0.00704748 -0.2745459
  -0.1800562 ]]"
1_S11E05_370_u_1,"[[ 0.05053902  0.13306817  0.00035932 ...  0.2672541  -0.05182663
  -0.07058   ]
 [-0.06386586  0.13611645 -0.08251102 ...  0.26522282 -0.07757108
  -0.01078835]
 [ 0.0296033   0.00475102  0.07984862 ...  0.13430186  0.1151447
   0.08750045]
 ...
 [ 0.00495379 -0.00768514  0.00262937 ...  0.1566015   0.0641914
   0.09115116]
 [ 0.00521923 -0.0276596   0.03499038 ...  0.15554208  0.10758314
   0.08449218]
 [ 0.12215693  0.02697029 -0.11599517 ...  0.01808096  0.00904162
  -0.16057095]]"
1_S11E05_402_u_1,"[[-0.0004368   0.08162032 -0.01395419 ...  0.21812418 -0.04993378
   0.05295844]
 [ 0.04351704  0.01745531  0.09376486 ...  0.12037754 -0.09315449
   0.13281843]
 [ 0.0162157   0.04830359  0.05420147 ...  0.1765384  -0.04032913
   0.14587812]
 ...
 [ 0.09021515  0.11180834  0.15661576 ...  0.16245407  0.01600744
   0.17056832]
 [ 0.01470172  0.05713633  0.09039159 ...  0.1379744  -0.01657622
   0.12128632]
 [ 0.1257744   0.10892139  0.04234844 ...  0.09479779 -0.2266387
  -0.01895222]]"
1_S11E05_429_u_1,"[[ 0.03660811  0.13561153 -0.1376341  ...  0.18707207 -0.06479147
  -0.13705654]
 [ 0.03750644  0.1283989  -0.16802603 ...  0.16418162 -0.09013227
  -0.16900846]
 [ 0.00737242  0.17623931 -0.1984401  ...  0.2433784  -0.07225299
  -0.14865471]
 ...
 [ 0.02237851  0.16731682 -0.22371766 ...  0.2246335  -0.05977111
  -0.17699794]
 [-0.00303097  0.16485247 -0.21341842 ...  0.24560139 -0.08125286
  -0.13854572]
 [-0.0045129   0.16390976 -0.16267237 ...  0.21916483 -0.00804719
  -0.1486917 ]]"
1_S11E05_429_u_2,"[[ 0.02539159  0.12106301 -0.05771862 ...  0.16963004 -0.05500634
  -0.05159028]
 [-0.05751195  0.15886848 -0.0688791  ...  0.22349925 -0.03366272
  -0.05535568]
 [-0.02260568  0.21449189 -0.16834399 ...  0.267261   -0.10697725
  -0.12782665]
 ...
 [ 0.03282031  0.13595763 -0.15737396 ...  0.21973191 -0.06186951
  -0.12318017]
 [ 0.07456314  0.10149887 -0.15566555 ...  0.14739713 -0.0957488
  -0.1453958 ]
 [ 0.00825552  0.15146214 -0.14554769 ...  0.22453928 -0.0378778
  -0.1286163 ]]"
1_S11E05_429_u_3,"[[ 0.06476001  0.12574673 -0.00546339 ...  0.10201091 -0.03357689
  -0.06495552]
 [ 0.07853286  0.19391488 -0.05589275 ...  0.16196956 -0.11162186
  -0.09129743]
 [-0.00663932  0.19993775 -0.18092723 ...  0.2664869  -0.10921687
  -0.1336348 ]
 ...
 [ 0.05739972  0.11119172 -0.1977617  ...  0.1726411  -0.03193676
  -0.18898082]
 [ 0.04492069  0.1204407  -0.19188423 ...  0.20977663 -0.06380665
  -0.13367878]
 [ 0.00293963  0.1555922  -0.19906254 ...  0.22243409 -0.05400403
  -0.14611526]]"
1_S11E05_429_u_4,"[[ 0.01059104  0.12857868 -0.10394174 ...  0.1877759  -0.01785669
  -0.11927338]
 [ 0.00189499  0.12764785 -0.13049981 ...  0.17996593 -0.10460392
  -0.13587411]
 [ 0.00651589  0.18685038 -0.21269768 ...  0.2526706  -0.09191772
  -0.16275093]
 ...
 [ 0.02025488  0.14138918 -0.20210007 ...  0.22850208 -0.06662574
  -0.15083858]
 [ 0.001051    0.1480002  -0.16451657 ...  0.2585185  -0.09327097
  -0.09008547]
 [-0.00772184  0.16735458 -0.20437181 ...  0.2338394  -0.05230981
  -0.15234908]]"
1_S11E05_448_u_1,"[[-0.01279457  0.15496515 -0.129008   ...  0.21897526 -0.01469957
  -0.13594908]
 [ 0.16458158  0.13906214 -0.09046631 ...  0.11997558  0.12867521
  -0.11014448]
 [-0.02414608  0.1293862  -0.06635068 ...  0.2082924  -0.00940406
  -0.07181178]
 ...
 [ 0.18461749  0.15191557 -0.13167    ...  0.11155628  0.10958135
  -0.16226497]
 [ 0.17689931  0.13976787 -0.03776565 ...  0.17412609  0.12888749
  -0.03679168]
 [ 0.19635864  0.14586982 -0.07977977 ...  0.12902619  0.15053518
  -0.1142443 ]]"
1_S11E05_448_u_2,"[[ 0.05299683  0.20142725 -0.26594532 ...  0.23662505 -0.17221984
  -0.19741677]
 [-0.00056077  0.21439724 -0.2585648  ...  0.292518   -0.12825
  -0.14121152]
 [ 0.05860424  0.2089001  -0.17080355 ...  0.20415202 -0.171706
  -0.17566848]
 ...
 [ 0.01948521  0.12815014 -0.09422705 ...  0.18375     0.00129136
  -0.10112093]
 [ 0.21486892  0.15535966  0.05342648 ...  0.13334057  0.10927878
  -0.00733697]
 [-0.00712838  0.19891392 -0.21756667 ...  0.265664   -0.06461239
  -0.15878381]]"
1_S11E05_448_u_3,"[[ 0.07449615  0.15887763 -0.26917976 ...  0.21125224 -0.05068349
  -0.19117647]
 [ 0.06016509  0.15344872 -0.24311319 ...  0.21491706 -0.07691585
  -0.16426378]
 [ 0.14613976  0.12068602 -0.23628455 ...  0.08112425 -0.01075874
  -0.23377046]
 ...
 [ 0.0276496   0.21759804 -0.1250792  ...  0.23865649 -0.16391924
  -0.05690764]
 [ 0.01012089  0.20026031 -0.18541235 ...  0.24527013 -0.06031533
  -0.15854192]
 [-0.00097985  0.20569672 -0.23161703 ...  0.2665347  -0.08592738
  -0.14154238]]"
1_S11E05_448_u_4,"[[ 2.3740903e-04  2.1563500e-01 -2.2729459e-01 ...  2.6086074e-01
  -7.4635386e-02 -1.5547201e-01]
 [-2.4138380e-02  1.8147776e-01 -1.6423684e-01 ...  2.5295621e-01
  -7.5401276e-02 -9.1413297e-02]
 [ 1.6282554e-01  2.2471307e-01 -1.5740003e-02 ...  1.5749888e-01
  -2.2226471e-02 -4.1247483e-02]
 ...
 [ 1.2960596e-01  1.7249455e-01 -6.9993488e-02 ...  5.0182205e-02
  -2.1616226e-01 -2.4802950e-01]
 [ 1.6142084e-01  2.8786305e-01 -3.1949930e-02 ...  1.5020077e-01
  -1.3523149e-01 -1.0671703e-01]
 [ 1.4217843e-01  2.1341993e-01 -2.5167052e-02 ...  1.3119438e-01
  -2.4419722e-01 -6.8161577e-02]]"
1_S11E06_003_u_1,"[[ 0.10724629  0.13124622 -0.05844268 ...  0.17764446  0.1244345
  -0.03806279]
 [ 0.07543893  0.16860463 -0.05007    ...  0.2119037   0.06309961
  -0.0378853 ]
 [ 0.08829027  0.11383551 -0.07976253 ...  0.1233657   0.09708345
  -0.09505466]
 ...
 [ 0.16119072  0.23735468 -0.01481861 ...  0.21550766 -0.1469034
  -0.1364783 ]
 [ 0.07387281  0.14219877 -0.07637757 ...  0.14893411 -0.10609642
  -0.15190583]
 [ 0.09945698  0.16591181 -0.07245145 ...  0.13639875 -0.01194963
  -0.12290236]]"
1_S11E06_019_u_1,"[[ 0.1165822   0.14123416 -0.09410521 ...  0.18274705  0.13479976
  -0.09795856]
 [ 0.121106    0.17618091 -0.10734233 ...  0.18035643  0.09402075
  -0.12609422]
 [ 0.14616363  0.12809153  0.02857119 ...  0.17616561  0.10580362
   0.00795737]
 ...
 [ 0.13749602 -0.0033328   0.12257428 ... -0.03483951 -0.2378223
  -0.10606986]
 [ 0.05928898  0.09184559  0.16956282 ...  0.06772204 -0.05741825
   0.12973653]
 [ 0.04018351  0.16329588 -0.04414951 ...  0.17790028 -0.11001372
  -0.0511723 ]]"
1_S11E06_060_u_1,"[[-0.10138924  0.13579133 -0.040638   ...  0.24656406  0.03022362
  -0.09026067]
 [-0.08417454  0.12512605 -0.02277387 ...  0.24735239  0.04992142
  -0.10091725]
 [-0.0978595   0.15456681 -0.07798939 ...  0.2642705  -0.01795543
  -0.07246547]
 ...
 [ 0.01443089  0.14508478 -0.16848966 ...  0.17983979 -0.00180756
  -0.17177384]
 [ 0.0348901   0.14618142 -0.19370556 ...  0.166464   -0.01727341
  -0.19650653]
 [-0.03313652  0.1832534  -0.17639905 ...  0.23039322 -0.02419199
  -0.16967723]]"
1_S11E06_102_u_1,"[[ 0.09156151  0.05794295 -0.12918192 ...  0.08454962  0.0132455
  -0.09198441]
 [ 0.07046205  0.10867313 -0.1962772  ...  0.17915525 -0.04706056
  -0.1350187 ]
 [ 0.07080236  0.05340553 -0.09690869 ...  0.08777396  0.02782983
  -0.05598703]
 ...
 [ 0.00733541  0.1294802  -0.11464929 ...  0.22094119 -0.01649861
  -0.09245177]
 [ 0.04466211  0.14726192 -0.17127427 ...  0.20083374 -0.04577192
  -0.12110977]
 [ 0.01715529  0.1302086  -0.13316354 ...  0.21828024 -0.01467707
  -0.10592777]]"
1_S11E06_187_u_1,"[[-0.06953855  0.16486004 -0.09109729 ...  0.2469213   0.01428371
  -0.09852441]
 [-0.05327894  0.17172334 -0.11066673 ...  0.24154782  0.00985791
  -0.11378114]
 [ 0.07058656  0.06148696  0.05174227 ...  0.1519087  -0.15784405
   0.12139256]
 ...
 [ 0.04532316  0.12790231 -0.03436852 ...  0.17576915  0.05675076
  -0.03540414]
 [ 0.01694247  0.15477948 -0.05225691 ...  0.19929796  0.00256999
  -0.06018095]
 [ 0.03022061  0.10197106  0.0255322  ...  0.18005602  0.04953536
   0.04800443]]"
1_S11E06_187_u_2,"[[ 0.05654768  0.06867546 -0.01754014 ...  0.15189947  0.11644635
   0.0046852 ]
 [-0.05264196  0.06104344 -0.01434323 ...  0.17904037  0.02517852
   0.02798169]
 [ 0.2266569   0.16476347  0.09817139 ...  0.30324814  0.15298426
   0.09900035]
 ...
 [ 0.03874803  0.06391256  0.20807147 ...  0.15861142  0.01400874
   0.19544359]
 [ 0.07873178  0.11105672  0.18758413 ...  0.09752199 -0.01207994
   0.14807276]
 [ 0.12944378  0.12369703  0.09085133 ...  0.16876069  0.06816277
   0.08918662]]"
1_S11E06_249_u_1,"[[ 0.04732513  0.14049016 -0.06909787 ...  0.19105649  0.07130192
  -0.08200637]
 [ 0.01881433  0.09034094  0.03334709 ...  0.15421319  0.03587386
   0.0398264 ]
 [ 0.09886476 -0.0267632   0.14801946 ...  0.01615719 -0.02795681
  -0.02309652]
 ...
 [ 0.05573805  0.13339677 -0.13968772 ...  0.18099271 -0.04103512
  -0.11106557]
 [ 0.06322025  0.05069131  0.0525542  ...  0.0438442  -0.11644111
   0.03773262]
 [ 0.04521718  0.05641994  0.01267492 ...  0.07302956 -0.0694949
   0.00031671]]"
1_S11E06_391_u_1,"[[ 0.10325841  0.08700119 -0.11859924 ...  0.08668806  0.08885117
  -0.12218659]
 [ 0.07031603  0.07060656 -0.06979451 ...  0.1361362   0.12578605
  -0.07476725]
 [ 0.09214437  0.09103756 -0.12764916 ...  0.12945214  0.09397955
  -0.15509602]
 ...
 [-0.00258465  0.12650368 -0.15075836 ...  0.17183548 -0.00996848
  -0.15651163]
 [ 0.0194276   0.1579067  -0.2091789  ...  0.20331718 -0.03495133
  -0.18605903]
 [-0.00624039  0.14510746 -0.16865012 ...  0.2093011  -0.02999579
  -0.12495919]]"
1_S11E06_410_u_1,"[[ 0.09477748  0.13884796 -0.10502108 ...  0.19270293  0.1389526
  -0.1092343 ]
 [ 0.1924656   0.15800513 -0.01131511 ...  0.06211113  0.11074884
  -0.11051929]
 [ 0.03594625  0.16515039 -0.11561171 ...  0.22003631  0.04241225
  -0.12882528]
 ...
 [ 0.09725883  0.10024391  0.13579175 ...  0.0834949   0.08343737
   0.04482899]
 [ 0.03965394  0.12340885 -0.02529371 ...  0.13584755  0.01301104
  -0.03058046]
 [ 0.22562048  0.17130975  0.10012644 ...  0.19737583  0.10319412
   0.05426202]]"
1_S11E06_410_u_2,"[[ 0.12867485  0.13317609 -0.09557176 ...  0.19874188  0.17591357
  -0.08165333]
 [ 0.20927238  0.15935071  0.00944141 ...  0.10626531  0.13510527
  -0.07022902]
 [ 0.05827925  0.1549588  -0.09434997 ...  0.20323996  0.07408509
  -0.10962527]
 ...
 [ 0.0832272   0.09295283  0.14559689 ...  0.07221638  0.07702914
   0.05001521]
 [ 0.04621494  0.13014768 -0.04314325 ...  0.1401217   0.00931494
  -0.05283747]
 [ 0.2155815   0.16095032  0.07951244 ...  0.20453908  0.11303498
   0.0425408 ]]"
1_S11E06_448_u_1,"[[-0.02662463  0.19818972 -0.18473072 ...  0.26365504 -0.101068
  -0.13850868]
 [-0.03906124  0.19628458 -0.17740814 ...  0.2704428  -0.10311756
  -0.12327   ]
 [-0.07027183  0.18453552 -0.14201057 ...  0.29166934 -0.10954824
  -0.0530215 ]
 ...
 [-0.09551233  0.19150983 -0.14564666 ...  0.28939673 -0.09768388
  -0.05772389]
 [-0.09244874  0.17961599 -0.13892758 ...  0.29182088 -0.10385367
  -0.04685846]
 [-0.07325304  0.19323762 -0.15977195 ...  0.2759164  -0.08863625
  -0.1002424 ]]"
1_S11E06_448_u_2,"[[ 0.03153592  0.10085076 -0.10144719 ...  0.1942267  -0.06448457
  -0.0292467 ]
 [ 0.0248784   0.09016792 -0.1006327  ...  0.17541273 -0.07727611
   0.02515519]
 [ 0.0140537   0.14876325 -0.16565338 ...  0.22621542 -0.11927895
  -0.09113521]
 ...
 [ 0.04579454  0.20402235 -0.15674987 ...  0.19854963 -0.21713117
  -0.15338494]
 [ 0.05071491  0.17852716 -0.19108275 ...  0.21461695 -0.11584324
  -0.15643832]
 [ 0.03271805  0.17613363 -0.20187396 ...  0.19501656 -0.15142359
  -0.14507356]]"
1_S11E06_448_u_3,"[[ 0.03859591  0.0902476  -0.09503718 ...  0.17152308 -0.04976643
  -0.02658021]
 [ 0.07394263  0.06806464 -0.11160044 ...  0.1191673  -0.05732849
   0.00597056]
 [ 0.03288399  0.12157521 -0.1336987  ...  0.19038564 -0.10854294
  -0.0653366 ]
 ...
 [ 0.0452884   0.20093149 -0.17285115 ...  0.20721333 -0.2204146
  -0.16422799]
 [ 0.05690533  0.17841344 -0.19900076 ...  0.20781626 -0.11019131
  -0.168371  ]
 [ 0.05204615  0.16085576 -0.19736147 ...  0.16794927 -0.16201678
  -0.15937634]]"
1_S11E06_448_u_4,"[[ 0.00901083  0.14176887 -0.18040255 ...  0.23903728 -0.08113563
  -0.08411931]
 [ 0.01571653  0.13592494 -0.19196597 ...  0.2193077  -0.10848419
  -0.07318427]
 [-0.01186175  0.16428956 -0.17605352 ...  0.2500586  -0.10412395
  -0.09224877]
 ...
 [-0.00887774  0.23620464 -0.16925946 ...  0.24809167 -0.20500886
  -0.13367505]
 [ 0.00455287  0.23053063 -0.19950256 ...  0.26035893 -0.18200973
  -0.13679403]
 [ 0.0136071   0.21173416 -0.2438944  ...  0.2395848  -0.15300964
  -0.16361511]]"
1_S11E06_448_u_5,"[[ 0.00900818  0.14037403 -0.16713029 ...  0.23668632 -0.07588932
  -0.07533106]
 [ 0.01569085  0.13640288 -0.18145844 ...  0.22079103 -0.0993468
  -0.07212458]
 [-0.00478566  0.15813246 -0.1589812  ...  0.24628091 -0.11477906
  -0.08173414]
 ...
 [-0.019586    0.21193492 -0.18984067 ...  0.25873765 -0.17257991
  -0.12532347]
 [ 0.00456589  0.21898673 -0.22491512 ...  0.27030262 -0.16535363
  -0.1492495 ]
 [-0.01094142  0.2239506  -0.24219948 ...  0.24903318 -0.1519661
  -0.1531504 ]]"
1_S11E06_448_u_6,"[[ 0.05308721  0.08392964 -0.09728272 ...  0.15529895 -0.04458321
   0.00543939]
 [ 0.07191919  0.08904612 -0.1480025  ...  0.14170912 -0.0596443
  -0.05623299]
 [ 0.03491332  0.10255601 -0.07359061 ...  0.18424644 -0.10600422
  -0.0068654 ]
 ...
 [-0.00905602  0.23982464 -0.20327577 ...  0.25711313 -0.1920956
  -0.14459625]
 [ 0.02803494  0.2169505  -0.22658545 ...  0.2538054  -0.14178056
  -0.17147341]
 [ 0.00891882  0.21305092 -0.23470873 ...  0.2565577  -0.16397649
  -0.15657893]]"
1_S11E07_026_u_1,"[[-1.58138573e-04  1.90048680e-01 -2.23250091e-01 ...  2.61542708e-01
  -6.41391426e-02 -1.44610912e-01]
 [ 4.58721071e-04  1.54576525e-01 -1.78796738e-01 ...  2.09855258e-01
  -3.98538150e-02 -1.38785377e-01]
 [ 5.90702891e-03  1.75382644e-01 -2.30384797e-01 ...  2.35591948e-01
  -7.88610131e-02 -1.20417945e-01]
 ...
 [ 1.35544650e-02  1.82939589e-01 -2.08057165e-01 ...  2.38168567e-01
  -4.55562212e-02 -1.58616334e-01]
 [ 1.27214752e-02  1.64889768e-01 -2.38333344e-01 ...  2.29702845e-01
  -7.64266104e-02 -1.55273020e-01]
 [ 1.56733301e-02  1.79091915e-01 -2.19620258e-01 ...  2.35256106e-01
  -3.03888842e-02 -1.78030834e-01]]"
1_S11E07_112_u_1,"[[ 0.00506281  0.17249736 -0.1807903  ...  0.25929707 -0.0664967
  -0.13068895]
 [ 0.06351429  0.13902067 -0.20992294 ...  0.20217733 -0.04014234
  -0.17629594]
 [ 0.0717775   0.14967453 -0.1767588  ...  0.19340226 -0.0324242
  -0.1875595 ]
 ...
 [ 0.00612273  0.19936068 -0.21628165 ...  0.28033975 -0.11116429
  -0.16104674]
 [ 0.02645061  0.19184163 -0.2074343  ...  0.27456227 -0.12105864
  -0.15224408]
 [ 0.0045815   0.17985496 -0.1691252  ...  0.2821812  -0.14391351
  -0.11192689]]"
1_S11E07_153_u_1,"[[ 0.07280916  0.11809554 -0.22065067 ...  0.16854869 -0.01646009
  -0.1907609 ]
 [ 0.01521758  0.15072721 -0.18360142 ...  0.20919172 -0.02794618
  -0.14519313]
 [ 0.01987389  0.16753183 -0.23663735 ...  0.22496353 -0.0536998
  -0.15599297]
 ...
 [ 0.03251239  0.14551571 -0.0372086  ...  0.16519919  0.00867341
  -0.0465414 ]
 [-0.00304913  0.17637675 -0.12142555 ...  0.22279675  0.00177274
  -0.12178602]
 [-0.05535175  0.15614353 -0.09316339 ...  0.2340042  -0.01654806
  -0.0821472 ]]"
1_S11E07_153_u_2,"[[ 0.05683808  0.05385771 -0.15523809 ...  0.13227552 -0.01023779
  -0.12705603]
 [-0.02187358  0.1510354  -0.17297214 ...  0.22780818 -0.05032
  -0.11974248]
 [-0.03389521  0.1449436  -0.14666158 ...  0.22811408 -0.04173871
  -0.0937492 ]
 ...
 [-0.02833933  0.13677697 -0.10225274 ...  0.2594004  -0.05179735
  -0.03873679]
 [-0.00059825  0.09080538 -0.05119489 ...  0.2504269  -0.0659871
   0.07533266]
 [-0.03883148  0.16287355 -0.13061893 ...  0.27028283 -0.07321467
  -0.03569831]]"
1_S11E07_161_u_1,"[[-0.01755953  0.05667215 -0.07525191 ...  0.14498307 -0.07293566
  -0.10123061]
 [ 0.0079435   0.1434553  -0.18639159 ...  0.18380953 -0.15879998
  -0.16684645]
 [-0.02981367  0.14683424 -0.15675199 ...  0.16354223 -0.05806145
  -0.1316724 ]
 ...
 [-0.00495623  0.18493082 -0.21607634 ...  0.24077624 -0.11413747
  -0.16657   ]
 [-0.03370829  0.19073336 -0.19935134 ...  0.23578069 -0.09936769
  -0.14203824]
 [-0.03268688  0.23708993 -0.21327353 ...  0.26620212 -0.16239272
  -0.13264668]]"
1_S11E07_220_u_1,"[[-0.04315044  0.24501608 -0.2275027  ...  0.31824592 -0.08404203
  -0.12784399]
 [-0.05041469  0.24785674 -0.2034441  ...  0.2998484  -0.09990329
  -0.13958406]
 [-0.04078561  0.21290423 -0.1907664  ...  0.3035908  -0.05913329
  -0.12200792]
 ...
 [-0.00231232  0.21087548 -0.25048283 ...  0.28356707 -0.08561794
  -0.16974443]
 [-0.02488666  0.22280999 -0.2320056  ...  0.3026321  -0.08632381
  -0.14993364]
 [-0.04110523  0.24384722 -0.21814889 ...  0.31330994 -0.09582032
  -0.1482472 ]]"
1_S11E07_265_u_1,"[[-0.03838829  0.10760158 -0.07607638 ...  0.24449281 -0.04557759
   0.01045742]
 [ 0.00832414  0.11459666 -0.10076302 ...  0.21877825 -0.07802227
   0.01582092]
 [ 0.0112671   0.03745596  0.01930724 ...  0.20564143 -0.09229838
   0.11826802]
 ...
 [-0.03047697  0.1964068  -0.15815653 ...  0.24758947 -0.05947423
  -0.12934281]
 [-0.03221609  0.14900963 -0.03485349 ...  0.22497344  0.010989
  -0.03393704]
 [-0.01738391  0.194      -0.16409816 ...  0.23320185 -0.04338035
  -0.14914972]]"
1_S11E07_265_u_2,"[[ 0.04020993  0.17050692 -0.25923386 ...  0.21631229 -0.09730218
  -0.17941904]
 [-0.01374924  0.23061724 -0.25518483 ...  0.2676953  -0.15492602
  -0.15484527]
 [ 0.11915533  0.11771064 -0.25925258 ...  0.14785297 -0.11758927
  -0.18615144]
 ...
 [-0.03774327  0.1819101  -0.19179586 ...  0.23921832 -0.08374672
  -0.12298904]
 [-0.01212356  0.13183768 -0.16962966 ...  0.1955668  -0.08394453
  -0.11251146]
 [-0.05334326  0.18094179 -0.17563006 ...  0.20556629 -0.09900558
  -0.11246042]]"
1_S11E07_271_u_1,"[[-0.00224881  0.17173485 -0.16576084 ...  0.22181372 -0.01250942
  -0.16127315]
 [-0.00404505  0.16750112 -0.16974017 ...  0.2282743  -0.03957255
  -0.1359571 ]
 [ 0.03649223  0.15152903 -0.20873663 ...  0.20743105 -0.03873535
  -0.1737823 ]
 ...
 [-0.03325601  0.18891153 -0.17898181 ...  0.26020452 -0.07775129
  -0.12744513]
 [-0.03741828  0.2026232  -0.20694008 ...  0.2690329  -0.08201176
  -0.14491172]
 [-0.03744747  0.17541195 -0.12594855 ...  0.22758894 -0.01581285
  -0.1218376 ]]"
1_S11E07_381_u_1,"[[ 0.13391097  0.00779431 -0.03301006 ...  0.13103339  0.14605631
  -0.02442565]
 [ 0.11482854  0.05208195 -0.17920694 ...  0.07722491  0.05865404
  -0.1993624 ]
 [-0.00037219 -0.0338802  -0.00217618 ...  0.16593975  0.11084147
  -0.05149198]
 ...
 [-0.01788766  0.18277371 -0.19371071 ...  0.23484796 -0.04700999
  -0.12892948]
 [-0.04966034  0.1900286  -0.19301867 ...  0.24023399 -0.07292883
  -0.12733908]
 [-0.02391069  0.14904332 -0.15088755 ...  0.21034682 -0.03733765
  -0.11337014]]"
1_S11E07_405_u_1,"[[ 0.0076722   0.13686757 -0.13184357 ...  0.2417776  -0.0542464
  -0.08541951]
 [-0.0033665   0.1697143  -0.18280226 ...  0.23805279 -0.04093632
  -0.1396906 ]
 [-0.01111354  0.16080232 -0.15485981 ...  0.24247134 -0.03369792
  -0.10868216]
 ...
 [ 0.00787174  0.17705464 -0.18977484 ...  0.22878207  0.00221131
  -0.17077026]
 [ 0.02868725  0.13829002 -0.15120253 ...  0.18160757  0.04432017
  -0.15826868]
 [ 0.05371173  0.1259022  -0.16347814 ...  0.18008986  0.02991325
  -0.16621496]]"
